영문공항명,한글공항명,공항코드1(IATA),공항코드2(ICAO),지역,영문국가명,한글국가명,영문도시명,도시명
Benbecula Airport,벤베쿠라 공항,BEB,EGPL,유럽,United Kingdom,영국,Benbecula,벤베쿨라
Bengaluru International Airport,벵갈루루 국제공항,BLR,VOBL,아시아,India,인도,Bangalore,방갈로르
Benin Airport,베닌 공항,BNI,DNBE,아프리카,Nigeria,나이지리아,Benin,베냉
Benito Juarez International Airport ,베니토 후아레즈 국제공항 ,MEX,MMMX,중남미,Mexico,멕시코,Mexico City,멕시코 시티
Benjamin Rivera Noriega Airport,벤쟈민 리베라 노리에가 공항,CPX,TJCP,중남미,Puerto Rico,푸에르토리코,Culebra,쿨레브라
Berlevag Airport,벨레보그 공항,BVG,ENBV,유럽,Norway,노르웨이,Berlevag,베를레바그
Berlin Brandenburg Airport,베를린 브란덴부르크 공항,BER,EDDB,유럽,Germany,독일,BERLIN,베를린
Bertram Luiz Leupolz-Sorocaba Airport,버트램 루이즈루폴스-소로카바 공항,SOD,SDCO,중남미,Brazil,브라질,Sorocaba,소로카바
Besancon La Veze Airport,브장송 라 베즈 공항,QBQ,LFQM,유럽,France,프랑스,Besancon / La Veze,베상콘 / 라베제
Beslan Airport,베슬란 공항,OGZ,URMO,유럽,Russia,러시아,Vladikavkaz,블라디캅카스
Beziers-Vias Airport,베이지에르 비어스 공항,BZR,LFMU,유럽,France,프랑스,Beziers,베지어스
Bhavnagar Airport,바브하가 공항,BHU,VABV,아시아,India,인도,Bhavnagar,바브나가르
Bhisiana Air Force Base,비자냐 공군기지,BUP,VIBT,아시아,India,인도,Bathinda,바신다
Bhuntar Airport,분타르 공항,KUU,VIBR,아시아,India,인도,Bhuntar,분타르
Biard Airport,비어드 공항,PIS,LFBI,유럽,France,프랑스,Poitiers,푸아티에
Biarritz-Parme Airport ,비아리츠 팜 공항 ,BIQ,LFBZ,유럽,France,프랑스,Biarritz,비아리츠
Biggin Hill Airport,비긴 힐 공항,BQH,EGKB,유럽,United Kingdom,영국,London,런던
Biju Patnaik Airport ,비주 타르나익 공항 ,BBI,VEBS,아시아,India,인도,Bhubaneswar,부바네스와르
Bilbao Airport,빌바오 공항,BIO,LEBB,유럽,Spain,스페인,Bilbao,빌바오
Billard Municipal Airport,빌러드 시공항,TOP,KTOP,북미,United States,미국,Topeka KS,토피카 KS
Billings Logan International Airport,빌링스 로건 국제공항,BIL,KBIL,북미,United States,미국,Billings MT,빌링스 MT
Billund Airport,빌룬드 공항,BLL,EKBI,유럽,Denmark,덴마크,Billund,빌룬드
Billy Bishop Toronto City Airport,빌리비숍 토론토 시티 공항 ,YTZ,CYTZ,북미,Canada,캐나다,Toronto ON,토론토 ON
Bingol Airport,Bingol 공항,BGG,LTCU,유럽,Turkey,터키,Bingol,빙골
Bintulu Airport,빈툴루 공항,BTU,WBGB,아시아,Malaysia,말레이시아,Bintulu,빈툴루
Birjand Airport,버잔드 공항,XBJ,OIMB,중동,Iran,이란,Birjand,비르잔드
Birmingham International Airport,버밍햄 국제공항,BHX,EGBB,유럽,United Kingdom,영국,Birmingham,버밍엄
Birmingham-Shuttleworth International Airport,버밍햄 셔틀워스 국제공항,BHM,KBHM,북미,United States,미국,Birmingham AL,버밍엄 AL
Birsa Munda Airport ,버사 문다 공항,IXR,VERC,아시아,India,인도,Ranchi,란치
Bisha Domestic Airport,비샤 국내공항,BHH,OEBH,중동,Saudi Arabia,사우디아라비아,Bisha,비샤
Biskra Airport,비스크라 공항,BSK,DAUB,아프리카,Algeria,알제리,Oumache,오우마슈
Bismarck Municipal Airport,비스마르크 시공항,BIS,KBIS,북미,United States,미국,Bismarck ND,비스마르크 ND
Blackpool Airport,블랙풀 공항,BLK,EGNH,유럽,United Kingdom,영국,Blackpool,블랙풀
Blaise Diagne International Airport,블레즈 디아뉴 국제공항,DSS,GOBD,아프리카,Senegal,세네갈,Diass,디아스
Blang Bintang Airport,발랑 빈탕 공항,BTJ,WITT,아시아,Indonesia,인도네시아,Banda Aceh,반다아체
Bloemfontein International Airport,블룸폰테인 국제공항,BFN,FABL,아프리카,South Africa,남아프리카,Bloemfontein,블룸폰테인
Blois Le Breuil Airport,블루아 르 브뢰일 공항,XBQ,LFOQ,유럽,France,프랑스,Blois / Le Breuil,블루스 / 르브뢰유
Blue Danube Airport ,블루 다뉴브 공항 ,LNZ,LOWL,유럽,Austria,오스트리아,Linz,린츠
Blue Grass Airport,블루 그래스 공항,LEX,KLEX,북미,United States,미국,Lexington KY,렉싱턴 KY
Boa Vista International Airport,보아비스타 국제공항,BVB,SBBV,중남미,Brazil,브라질,Boa Vista,보아 비스타
Bob Hope Airport,밥 호프 공항,BUR,KBUR,북미,United States,미국,Burbank CA,버뱅크 CA
Bodo Airport,보되 공항,BOO,ENBO,유럽,Norway,노르웨이,Bodo,보도
Bogashevo Airport,보가쉐프 공항,TOF,UNTT,유럽,Russia,러시아,Tomsk,톰스크
Bogorodskoye Airport,보고로드스코예 공항,BQG,UHNB,유럽,Russia,러시아,Bogorodskoye ,보고로드스코예
Boise Air Terminal ,보이시 에어터미널 ,BOI,KBOI,북미,United States,미국,Boise ID,보이시 아이디
Bojnord Airport,버지노르드 공항,BJB,OIMN,중동,Iran,이란,Bojnoord,보이노르드
Bole Airport,보울 공항,ADD,HAAB,아프리카,Ethiopia,이디오피아,Addis Ababa,아디스 아바바
Bole Alashankou Airport,Bole Alashankou Airport,BPL,ZWBL,아시아,China,중국,Bole,볼레
Bolshoye Savino Airport,볼쇼이 사비노 공항,PEE,USPP,유럽,Russia,러시아,Perm,파마
Bordeaux - Merignac Airport,보르도 메리낙 공항,BOD,LFBD,유럽,France,프랑스,Bordeaux,보르도
Bordj Mokhtar Airport,보 목타르 공항,BMW,DATM,아프리카,Algeria,알제리,Bordj Baji Mokhtar,보르지 바지 모크타르
Borg El Arab Airport,보르헤 헬 아랍 공항,HBE,HEBA,아프리카,Egypt,이집트,Borg El Arab,보르그 엘 아랍
Borgo Airport,보르고 공항,BOY,DFOO,아프리카,Burkina Faso,부르키나 파소,Bobo Dioulasso,보보 디울라소
Borinquen Airport,보링겐 공항,BQN,TJBQ,중남미,Puerto Rico,푸에르토리코,Aguadilla,아구아딜라
Borispol Airport,보르스폴 공항,KBP,UKBB,유럽,Ukraine,우크라이나,Kiev,키예프
Borjhar Airport,보리쟈 공항,GAU,VEGT,아시아,India,인도,Guwahati,구와하티
Bornholm Airport,본홀름 공항,RNN,EKRN,유럽,Denmark,덴마크,Bornholm,보른홀름
Borongan Airport,보롱간 공항,BPR,RPVW,아시아,Philippines,필리핀,Borongan,보롱간
Bossembele Airport,보셈벨레 공항,BEM,FEFL,아프리카,Morocco,모로코,Beni Mellal,베니 멜랄
Bouarfa Airport,Bouarfa 공항,UAR,GMFB,아프리카,Morocco,모로코,Bouarfa,부아르파
Bouchekif Airport,부체키프 공항,TID,DAOB,아프리카,Algeria,알제리,Tiaret,티아레
Boukhaif / Tanger Airport,뷰카이프 / 탕게르 공항,TNG,GMTT,아프리카,Morocco,모로코,Tanger,귤
Bourges Airport,부르지스 공항,BOU,LFLD,유럽,France,프랑스,Bourges,부르주
Bournemouth International Airport,본머스 국제공항,BOH,EGHH,유럽,United Kingdom,영국,Bournemouth,본머스
Bowman Field,보우먼 필드,LOU,KLOU,북미,United States,미국,Louisville KY,루이빌 KY
Bradley International Airport,브래들리 국제공항,BDL,KBDL,북미,United States,미국,Hartford CT,하트퍼드 CT
Brasilia International Airport,브라질리아 국제공항,BSB,SBBR,중남미,Brazil,브라질,Brasilia,브라질리아
Bremen Airport,브레멘 공항,BRE,EDDW,유럽,Germany,독일,Bremen,브레멘
Brie-Champniers Airport,브리에 샹프니에 공항,ANG,LFBU,유럽,France,프랑스,Angouleme,앙굴렘
Brindisi Salento Airport ,브린디시 살렌토 ,BDS,LIBR,유럽,Italy,이탈리아,Brindisi,브린디시
Bringeland Airport,브린절랜드 공항,FDE,ENBL,유럽,Norway,노르웨이,Forde,포드
Brisbane International Airport,브리즈번 국제공항,BNE,YBBN,대양주,Australia,오스트레일리아,Brisbane,브리즈번
Bristol International Airport,브리스틀 국제공항,BRS,EGGD,유럽,United Kingdom,영국,Bristol,브리스톨
Brive / Souillac Airport,브리브 / 수이락 공항,BVE,LFSL,유럽,France,프랑스,Brive-la-Gaillarde,브리브라갈라르데
Brnik Airport,브르니크 공항,LJU,LJLJ,유럽,Slovenia,슬로베니아,Ljubljana,류블랴나
Broken Hill Airport,브로큰힐 공항,BHQ,YBHI,대양주,Australia,오스트레일리아,Broken Hill,브로큰힐
Bromma Airport,브로마 공항,BMA,ESSB,유럽,Sweden,스웨덴,Stockholm,스톡홀름
Bronnoy Airport,브로노이 공항,BNN,ENBN,유럽,Norway,노르웨이,Bronnoysund,브론노이순드
Broome International Airport,브룸 국제공항,BME,YBRM,대양주,Australia,오스트레일리아,Broome,브룸
Brownsville / South Padre Island International Airport,브라운스빌 사우스 파드레 아일랜드 국제공항,BRO,KBRO,북미,United States,미국,Brownsville TX,브라운스빌 TX
Brunswick Golden Isles Airport,브런즈윅 골든 아일스 공항,BQK,KBQK,북미,United States,미국,Brunswick GA,브런즈윅 GA
Brussels Airport ,브뤼셀 내셔널 공항,BRU,EBBR,유럽,Belgium,벨기에,Brussels,브뤼셀
Buayan Airport,부야안 공항,GES,RPMB,아시아,Philippines,필리핀,General Santos,산토스 장군
Bucharest Aurel Vlaicu International Airport ,부쿠레슈티 아우렐 블래쿠 국제공항 ,BBU,LRBS,유럽,Romania,루마니아,Bucharest,부쿠레슈티
Bucharest Henri Coanda International Airport ,부쿠레슈티 헨리 코언다 국제공항 ,OTP,LROP,유럽,Romania,루마니아,Bucharest,부쿠레슈티
Buenaventura Airport,부에나벤투라 공항,BUN,SKBU,중남미,Colombia,콜롬비아,Buenaventura,부에나벤투라
Buffalo Niagara International Airport,버펄로 나이아가라 국제공항,BUF,KBUF,북미,United States,미국,Buffalo NY,버팔로 NY
Bugulma Airport,부굴마 공항,UUA,UWKB,유럽,Russia,러시아,Bugulma,부굴마
Bujumbura International Airport,부줌부라 국제공항,BJM,HBBA,아프리카,Burundi,부룬디,Bujumbura,부줌부라
Bukhara Airport,부하라한국 공항,BHK,UTSB,아시아,Uzbekistan,우즈베키스탄,Bukhara,부하라 주
Bukoba Airport,부코바 공항,BKZ,HTBU,아프리카,Tanzania,탄자니아,Bukoba,부코바 주
Bundaberg Airport,번다버그 공항,BDB,YBUD,대양주,Australia,오스트레일리아,Bundaberg,분다베르그
Burgas International Airport ,부르가스 국제공항 ,BOJ,LBBG,유럽,Bulgaria,불가리아,Bourgas,부르가스
Burgos Airport,부르고스 공항,RGS,LEBG,유럽,Spain,스페인,Burgos,부르고스
Buriram Airport,부리람 공항,BFV,VTUO,아시아,Thailand,태국,Buriram,부리람
Burlington International Airport,벌링턴 국제공항,BTV,KBTV,북미,United States,미국,Burlington VT,벌링턴 VT
Burnie Wynyard Airport,버니 윈야드 공항,BWT,YWYY,대양주,Australia,오스트레일리아,Burnie,버니
Bushehr Airport,부쉐르 공항,BUZ,OIBB,중동,Iran,이란,Booshehr,부셰르
Busuanga Airport ,부수앙가 공항,USU,RPVV,아시아,Philippines,필리핀,Coron,코론
Butmir Airport,부트미르 공항,SJJ,LQSA,유럽,Bosnia and Herzegovina,보스니아 헤르체고비나,Sarajevo,사라예보
Butuan Airport,부투안 공항,BXU,RPME,아시아,Philippines,필리핀,Butuan,부투안
Bydgoszcz Ignacy Jan Paderewski Airport,비드고슈치 이그냐시 잔 파데레프스키 공항,BZG,EPBY,유럽,Poland,폴란드,Bydgoszcz,비드고슈츠
Ca Mau Airport,카마우 공항,CAH,VVCM,아시아,Viet Nam,베트남,Ca Mau Province,카마우 주
Cabinda Airport,카빈다 공항,CAB,FNCA,아프리카,Angola,앙골라,Cabinda ,카빈다
Cadjehoun Airport,캐드훈 공항,COO,DBBB,아프리카,Benin,베냉,Cotonou,코토누
Cahors Lalbenque Airport,카오르 공항,ZAO,LFCC,유럽,France,프랑스,Cahors / Lalbenque,카호르스 / 랄벤키
Cairns International Airport,케언스 국제공항,CNS,YBCS,대양주,Australia,오스트레일리아,Cairns,케언스
Cairo International Airport,카이로 국제공항,CAI,HECA,아프리카,Egypt,이집트,Cairo,카이로
Calais - Dunkerque Airport,칼레덩케르크 공항,CQF,LFAC,유럽,France,프랑스,Calais / Dunkerque,칼레 / 던커크
Calapan Airport,칼라판 공항,CPP,SCKP,아시아,Philippines,필리핀,Calapan,칼라판
Calbayog Airport,칼바욕 공항,CYP,RPVC,아시아,Philippines,필리핀,Calbayog,칼바요그
Calgary International Airport,캘거리 국제공항,YYC,CYYC,북미,Canada,캐나다,Calgary AB,캘거리 AB
Calicut International Airport ,칼리컷 국제공항 ,CCJ,VOCL,아시아,India,인도,Calicut,캘리컷 주
Cam Ranh Airport,캄 라흐 공항,CXR,VVCR,아시아,Viet Nam,베트남,Nha Trang,나트랑
Cambridge Airport,케임브리지 공항,CBG,EGSC,유럽,United Kingdom,영국,Cambridge,케임브리지
Camilo Dazo International Airport,카밀로 다조 공항,CUC,SKCC,중남미,Colombia,콜롬비아,Cucuta,쿠쿠타
Campeche International Airport,캄페체 국제공항,CPE,MMCP,중남미,Mexico,멕시코,Campeche,캄페체
Campo Grande International Airport,캄푸그란데 국제공항,CGR,SBCG,중남미,Brazil,브라질,Campo Grande,캄포 그란데
Canakkale Airport,차나칼레 공항,CKZ,LTBH,유럽,Turkey,터키,Canakkale,카나크칼레
Canberra International Airport,캔버라 국제공항,CBR,YSCB,대양주,Australia,오스트레일리아,Canberra,캔버라
Cancun International Airport,캔쿤 국제공항,CUN,MMUN,중남미,Mexico,멕시코,Cancun,칸쿤
Cangyuan Washan Airport,Cangyuan Washan 공항,CWJ,ZPCW,아시아,Hong Kong,홍콩,Lincang,린창
Cano Airport ,캐노 공항 ,PSO,SKPS,중남미,Colombia,콜롬비아,Pasto,파스토
Cap Skiring Airport,캡스컬링 공항,CSK,GOGS,아프리카,Senegal,세네갈,Cap Skirring,캡스커링
Cape Town International Airport,케이프타운 국제공항,CPT,FACT,아프리카,South Africa,남아프리카,Cape Town,케이프타운
Capitan Carlos Rovirosa Perez Airport,카피탄 카를로스 로비로사 공항,VSA,MMVA,중남미,Mexico,멕시코,Villahermosa,비야에르모사
Capitan Corbeta CA Curbelo International Airport,캡튼 코르베타 CA 쿠르벨로 국제공항,PDP,SULS,중남미,Uruguay,우루과이,Punta del Este,푼타 델 에스테
Capitan FAP Carlos Martinez de Pinillos Airport,카피탄 FAP 카를로스 마르티네즈 데 피닐로스 공항,TRU,SPRU,중남미,Peru,페루,Trujillo,트루히요
Capitan FAP Guillermo Concha Iberico Airport,카피탄 FAP 길레르모 콘챠 이베리코 공항,PIU,SPUR,중남미,Peru,페루,Piura,피우라
Capitan FAP Pedro Canga Rodriguez Airport,카피탄 FAP 페드로 캉가 로드리게즈 공항,TBP,SPME,중남미,Peru,페루,Tumbes,텀블스
Capitan FAP Renan Elias Olivera Airport,카피탄 FAP 레난 엘리아스 올리베라 공항,PIO,SPSO,중남미,Peru,페루,Pisco,피스코
Capitan FAP Victor Montes Arias,카피탄 FAP 빅토르 몬테즈 아리아스 공항,TYL,SPYL,중남미,Peru,페루,Talara,탈라라
Capitan Rolden Airport,카피탄 롤덴 공항,PCL,SPCL,중남미,Peru,페루,Pucallpa,푸칼파
Capitan Vicente Almandos Amonacide Airport,카피탄 빈센트 알만도스 아모나시드 공항,IRJ,SANL,중남미,Argentina,아르헨티나,La Rioja,라리오하
Capitolio Airport ,카피톨리오 공항 ,FLA,SKFL,중남미,Colombia,콜롬비아,Florencia,플로렌시아
Capurgana Airport,카퍼가나 공항,CPB,SKCA,중남미,Colombia,콜롬비아,Capurgana,카푸르가나
Carajas Airport,카라쟈스 공항,CKS,SBCJ,중남미,Brazil,브라질,Carajas,카라하스
Cardak Airport,차르닥 공항,DNZ,LTAY,유럽,Turkey,터키,Cardak,카르닥
Cardiff International Airport,카디프 국제공항,CWL,EGFF,유럽,United Kingdom,영국,Cardiff,카디프
Carlisle Airport,칼라일 공항,CAX,EGNC,유럽,United Kingdom,영국,Carlisle,칼라일
Carnarvon Airport,카나번 공항,CVQ,YCAR,대양주,Australia,오스트레일리아,Carnarvon,카르나본
Carpiquet Airport,카르피께 공항,CFR,LFRK,유럽,France,프랑스,Caen,캉
Carrasco Airport,체러스코 공항,MVD,SUMU,중남미,Uruguay,우루과이,Montevideo,몬테비데오
Carsamba Airport,챨삼바 공항,SZF,LTFH,유럽,Turkey,터키,Samsun,삼선
Caruru Airport,카루 공항,CUO,SKCR,중남미,Colombia,콜롬비아,Caruru,카루루
Casselman Airport,카젤만공항,XZB,LEPZ,유럽,France,프랑스,Saint-Cyr-lEcole,생시르엘에콜
Castro Pinto Airport,카스트로 핀토 공항,JPA,SBJP,중남미,Brazil,브라질,Joao Pessoa,조아오 페소아
Cataratas International Airport ,카타라타스 국제공항 ,IGR,SARI,중남미,Argentina,아르헨티나,Iguazu,이과수
Catarman National Airport,카타르만 내셔널 공항,CRM,RPVF,아시아,Philippines,필리핀,Catarman,카타만
Catbi Airport,카트비 공항,HPH,VVCI,아시아,Viet Nam,베트남,Hai Phong,하이퐁
Catumbela Airport,카툼벨라 공항,CBT,FNCT,아프리카,Angola,앙골라,Catumbela ,카툼벨라
Cauayan Airport,카우아얀 공항,CYZ,RPUY,아시아,Philippines,필리핀,Cauayan,코아얀
Caucasia Airport,코카시아 공항,CAQ,SKCU,중남미,Colombia,콜롬비아,Caucasia,코카시아
Caucay Airport,코카야 공항,LQM,SKLG,중남미,Colombia,콜롬비아,Puerto Leguizamo,푸에르토 레귀자모
Cavancha Airport,카라반챠 공항,IQQ,SCDA,중남미,Chile,칠레,Iquique,이키케
Ceduna Airport,세두나 공항,CED,YCDU,대양주,Australia,오스트레일리아,Ceduna,세두나
Cengiz Topel Naval Air Station,Cengiz Topel 해군 비행장,KCO,LTBQ,유럽,Turkey,터키,Kocaeli,코카엘리
Central Illinois Regional Airport ,센트럴 일리노이스 지역공항,BMI,KBMI,북미,United States,미국,Bloomington IL,블루밍턴 IL
Central Wisconsin Airport,센트럴 위스콘신 공항,CWA,KCWA,북미,United States,미국,Mosinee WI,모시네 WI
Cergy Pontoise Airport ,세르지 퐁트와즈 공항 ,POX,LFPT,유럽,France,프랑스,Pontoise,퐁투아즈
Cerro Moreno Airport,세로 모레노 공항,ANF,SCFA,중남미,Chile,칠레,Antofagasta,안토파가스타
Ceuta Heliport,세우타 헬리포트,JCU,GECE,유럽,Spain,스페인,Ceuta,세우타
Cha Ian Airport,챠 란 공항,NST,VTSN,아시아,Thailand,태국,Nakhon Si Thammarat,나콘시탐마랏
Chabeuil Airport,샤뵈이 공항,VAF,LFLU,유럽,France,프랑스,Valence,원자가
